# x_1,x_2,Class_label
1.01469762e+00,-1.30072562e-01,0
9.72471462e-01,2.98741310e-01,0
1.99486650e-01,9.47172346e-01,0
-9.10140603e-01,-3.80162054e-01,0
-1.20115762e-01,-5.04515373e-01,1
-8.91285731e-02,-9.89446277e-01,0
-9.52624042e-01,3.04598805e-01,0
7.61448448e-01,-7.34030549e-01,0
-1.26813059e-01,-7.70610703e-01,1
-2.80128682e-01,-5.08626086e-01,1
6.04981687e-01,-5.60003473e-02,1
1.07576488e+00,-6.52609580e-02,0
1.01560385e+00,-6.10642338e-02,0
-4.95262015e-01,-9.37826712e-01,0
-2.35932640e-01,-9.33790610e-01,0
5.11192182e-01,-1.38833136e-01,1
-9.20675762e-01,4.01994341e-01,0
-4.34142998e-01,-9.21019003e-01,0
6.30651161e-01,1.42005824e-01,1
-9.17018227e-01,-5.13873721e-01,0
-8.57512699e-01,5.78394264e-01,0
-5.12205024e-01,2.14765090e-01,1
1.66945018e-01,1.03262195e+00,0
-4.54902492e-01,3.33058186e-01,1
9.73957241e-01,2.39170556e-01,0
-3.32364310e-01,-8.22280849e-01,0
1.49301949e-02,-7.01925196e-01,1
-6.92949144e-01,7.95245664e-01,0
5.74376324e-01,2.62299511e-01,1
6.28596254e-01,-3.38166372e-01,1
-5.86046344e-01,-1.58968533e-01,1
3.16704666e-02,5.17548712e-01,1
-3.41469310e-01,3.99588803e-01,1
-3.02830308e-01,-5.66630579e-01,1
-1.99767098e-01,1.07809405e+00,0
-8.70001763e-01,-2.45063811e-01,0
-4.66493076e-01,7.72956609e-01,0
2.81834480e-01,-9.11966556e-01,0
-7.42901346e-01,4.71129943e-01,0
9.23502515e-02,-6.43783078e-01,1
6.40654711e-01,-1.71133034e-02,1
6.47888800e-01,-5.60018344e-01,0
4.17180019e-01,-5.92121822e-01,1
-8.34714932e-01,2.86584221e-01,0
-6.15646023e-01,8.54838083e-01,0
-9.27736349e-01,-2.78792823e-01,0
1.03258152e+00,3.87822885e-01,0
-2.90533288e-01,-7.79776537e-01,0
8.60545060e-01,-7.42680575e-01,0
-4.07382842e-01,2.91227093e-01,1
-1.71399482e-01,-5.32358081e-01,1
-2.01922024e-01,6.74859600e-01,1
-5.27225155e-01,9.95485971e-01,0
-8.54715166e-01,5.30464857e-01,0
4.25012307e-01,3.87398528e-01,1
6.41704412e-01,-1.32855547e-01,1
-7.31771426e-01,1.54740352e-01,1
9.51844246e-01,1.74920223e-02,0
-9.75965554e-01,-5.50266414e-01,0
-2.59310806e-02,-1.01828713e+00,0
-6.84261404e-01,7.36300446e-01,0
4.71385951e-01,-1.13556846e-01,1
6.19527589e-01,-8.41576478e-02,1
5.95264679e-01,-7.42390283e-01,0
-7.16673808e-01,5.07483078e-01,0
-7.51340522e-01,-6.80978235e-02,0
5.08378239e-01,1.35872930e-01,1
2.70761725e-01,4.70463320e-01,1
-2.81729848e-01,-4.78044810e-01,1
-6.40817644e-01,3.14522945e-01,1
-5.68771912e-01,-7.18950226e-02,1
-4.51965302e-01,-3.41135357e-01,1
9.85166970e-01,-1.51503284e-01,0
2.17737913e-01,-5.72093482e-01,1
-6.29888113e-02,6.26786680e-01,1
3.42229308e-01,8.67060076e-01,0
-6.07784154e-01,1.22437864e-01,1
1.19993257e-01,5.94571633e-01,1
-4.04441412e-01,-6.02311999e-01,1
4.45303763e-01,-7.01015739e-01,0
-4.52079410e-01,7.02891778e-01,0
-7.83963838e-01,6.22802275e-01,0
6.50801852e-01,-5.31818819e-01,0
-5.98671009e-01,-7.90007241e-01,0
-3.13888323e-01,-8.84133416e-01,0
4.85480359e-01,5.09703716e-01,1
-4.65680628e-01,-9.85858113e-01,0
6.98006416e-01,1.59778732e-01,1
-2.50506655e-01,-7.44540377e-01,0
-7.44457190e-01,-7.98422676e-01,0
7.89965609e-01,5.85792738e-01,0
-5.03285363e-01,-6.98653235e-01,1
5.93822244e-01,-1.03375211e-01,1
-1.08748813e+00,-2.45744147e-01,0
-1.68470324e-02,8.09172865e-01,1
7.66100252e-01,-8.97881147e-01,0
9.44907718e-01,3.95741955e-01,0
5.45051580e-01,-4.76419531e-01,1
-6.65781402e-01,-3.27370928e-01,1
4.49831721e-01,-9.37356466e-01,0
3.64185120e-01,4.68299295e-01,1
2.19819053e-01,-8.99908955e-01,0
5.97601518e-01,4.65039704e-02,1
8.13612676e-02,9.97660165e-01,0
3.88010302e-01,-1.12314720e+00,0
1.61652035e-01,-9.38880194e-01,0
-5.53829021e-01,-8.47876747e-01,0
6.52520933e-01,-2.66921738e-01,1
-1.28100590e-01,1.06467179e+00,0
-2.55566050e-01,2.83797369e-01,1
3.91651017e-01,-4.21798674e-01,1
-9.13811044e-01,5.73226817e-01,0
-2.27591920e-01,-9.95181821e-01,0
-4.64222162e-01,-7.77758888e-01,0
-3.49797336e-01,1.00049290e+00,0
7.83838830e-01,5.26232612e-01,0
9.36503257e-03,4.80411625e-01,1
5.67190046e-01,8.75728308e-01,0
-7.85097800e-01,-5.85467242e-01,0
-4.35772536e-02,-5.42157817e-01,1
8.13599372e-01,6.43069925e-01,0
-2.94575252e-02,1.06761280e+00,0
7.38194836e-01,7.04316061e-01,0
9.11941066e-01,-1.52257142e-01,0
5.27270956e-01,-2.25016132e-01,1
5.53211961e-01,-8.78588005e-01,0
-4.59562853e-01,3.15202335e-01,1
-2.83357294e-01,9.56928397e-01,0
-5.36855792e-01,-2.78610739e-02,1
1.06412571e+00,-1.83035177e-01,0
6.73141315e-01,8.68600932e-02,1
-1.14992915e-01,-6.34357549e-01,1
-6.50480899e-02,-5.88021935e-01,1
5.44160851e-01,-4.06617361e-01,1
4.61781897e-02,-5.47847675e-01,1
1.04009034e+00,-2.07819371e-01,0
1.07220785e+00,-1.71095977e-01,0
4.22414008e-01,9.82481666e-01,0
6.18513197e-01,8.23929676e-01,0
7.92636187e-02,-6.43912556e-01,1
-5.85691129e-01,-8.95666755e-02,1
4.59420276e-01,1.97794637e-01,1
8.79324353e-01,-4.87532451e-01,0
1.04644785e+00,5.03514365e-01,0
2.95751621e-01,-5.24402686e-01,1
-2.60720279e-01,-9.73911335e-01,0
4.99858101e-01,-3.89659730e-01,1
9.31404177e-01,-5.78280694e-01,0
9.59627132e-01,5.99973420e-01,0
2.29939323e-01,4.91692050e-01,1
4.05109443e-01,2.95374363e-01,1
2.16277103e-01,5.13754321e-01,1
5.88737858e-01,2.86622804e-01,1
-2.06173924e-01,6.83232340e-01,1
-5.33595250e-01,-7.98863468e-02,1
7.66218833e-01,4.79413373e-01,0
-5.88287207e-01,-8.46575523e-01,0
-9.98965603e-02,9.66295268e-01,0
-9.12376393e-01,7.20247544e-01,0
9.50877854e-01,8.30036109e-02,0
5.45669520e-01,2.93210691e-01,1
8.44797777e-01,5.34530736e-01,0
-1.14952019e-01,-9.44516423e-01,0
-8.44987264e-01,-5.02135861e-01,0
-4.39206331e-01,-2.59279116e-01,1
-4.77522499e-01,-3.62987736e-01,1
-1.05382729e+00,1.96554506e-01,0
5.51924577e-01,2.17268149e-01,1
9.49800507e-01,5.73181901e-01,0
6.08968688e-01,-9.59542319e-03,1
9.60518572e-01,-3.05293182e-01,0
-6.28549204e-01,-7.69010354e-01,0
4.95062125e-01,2.94298613e-01,1
-6.75130966e-01,-1.13922931e-01,1
8.51279132e-01,1.66430149e-01,0
-6.62718995e-01,6.64774329e-01,0
-4.05611234e-01,-2.21613410e-01,1
1.03675629e+00,4.02317455e-01,0
2.76836563e-01,6.26484728e-01,1
-7.01477655e-01,6.19266467e-01,0
-3.68331034e-01,-1.04791511e+00,0
5.45125664e-01,1.91586602e-01,1
6.54555456e-01,6.89240407e-01,0
4.57843710e-02,9.60472675e-01,0
-5.24873590e-01,-4.65377442e-01,1
-2.61919670e-01,4.48543714e-01,1
-5.79867560e-01,-3.03818929e-01,1
-6.69249338e-02,-4.75764822e-01,1
-1.88221510e-01,-1.06149676e+00,0
5.30064577e-01,-1.31060637e-01,1
6.02268596e-02,9.77160347e-01,0
9.24259956e-01,-5.34229486e-01,0
6.95023898e-01,6.77001866e-01,0
2.35422298e-01,-6.07815640e-01,1
-9.62243845e-01,-3.35004198e-01,0
4.91225375e-01,1.61499324e-01,1
-4.48511941e-01,9.42230542e-01,0
6.13371934e-01,2.46301428e-01,1
4.79747274e-01,7.11925478e-01,0
-3.41629817e-01,-5.44796071e-01,1
7.85330150e-01,8.19026373e-01,0
7.41454533e-01,5.91578051e-01,0
-5.05535994e-01,9.08271122e-01,0
8.63521565e-01,-3.38586163e-01,0
-5.32019299e-01,3.41294240e-01,1
2.99548739e-01,4.46673263e-01,1
1.60742263e-01,1.00323534e+00,0
1.05377851e+00,-4.38685330e-02,0
1.91510910e-01,9.96577605e-01,0
1.69429865e-01,9.41366517e-01,0
6.96443436e-01,-4.44016310e-01,1
-5.79491591e-01,7.93268223e-01,0
5.89966731e-01,-1.69731580e-01,1
5.55664149e-01,-3.75965772e-01,1
-8.00658138e-01,4.02035825e-01,0
6.75838269e-01,5.28492588e-02,1
4.94113139e-01,-5.17922442e-01,1
9.87148013e-03,7.80679096e-01,1
-6.29906703e-01,1.03032932e-01,1
8.31353222e-01,3.23173633e-01,0
5.34948696e-01,1.78153593e-01,1
-5.79962546e-01,-7.00042286e-01,0
-6.07515865e-01,2.61457247e-02,1
-4.04239568e-01,-1.88148875e-01,1
5.51644864e-01,-7.80679241e-02,1
-3.96855121e-01,6.22076076e-01,1
-9.24503591e-02,6.01384420e-01,1
-6.80850118e-01,-6.80824539e-01,0
-4.99485625e-01,2.26204953e-01,1
-6.23291726e-01,2.85204471e-01,1
-1.09913292e+00,1.72793974e-01,0
2.59785017e-01,4.69930542e-01,1
-4.61794105e-01,-3.87460416e-01,1
-3.25483603e-02,9.19393728e-01,0
9.46013332e-01,-5.24284535e-01,0
4.34926004e-01,3.53284312e-01,1
-6.31788238e-02,-1.17240163e+00,0
-1.23552217e-01,7.31044726e-01,1
-3.02141661e-01,4.44015211e-01,1
-9.48290287e-02,-5.47188469e-01,1
-8.57981739e-02,9.43506305e-01,0
-1.56279789e-01,8.59226819e-01,0
2.03885035e-02,4.91192462e-01,1
-2.12852139e-01,-5.06137638e-01,1
4.92481009e-01,1.30235934e-01,1
3.52181669e-01,4.46482892e-02,1
-6.39029142e-01,1.65225011e-01,1
-4.20383561e-01,3.43468634e-01,1
9.76800286e-01,-3.90597135e-01,0
1.92222680e-01,6.00900854e-01,1
1.04865160e-01,1.09900643e+00,0
9.10583469e-01,-2.69873106e-01,0
-6.41460174e-01,2.44187981e-03,1
-6.15672282e-02,5.67470216e-01,1
-5.05546308e-01,-2.46016892e-01,1
4.07278597e-01,-1.18326831e+00,0
-7.52314301e-01,6.18389827e-01,0
1.52235428e-01,-5.56355577e-01,1
9.28008867e-01,1.48403129e-01,0
-4.63793674e-01,5.33507771e-01,1
8.21777528e-01,-5.61803208e-01,0
-4.52684066e-01,-2.87055981e-01,1
-5.66871333e-01,3.74156527e-01,1
-7.23112443e-01,-6.94844366e-01,0
-5.75367038e-01,1.56220033e-01,1
5.60807190e-01,3.78863817e-01,1
5.75854259e-01,3.63429212e-04,1
8.96482004e-01,-3.89716571e-01,0
6.71652448e-01,7.46538658e-01,0
4.09724628e-01,-5.22571649e-01,1
5.41596177e-01,-1.11137481e-01,1
1.70616319e-01,4.95899411e-01,1
-1.02123583e-01,-5.31963359e-01,1
9.55958408e-01,-6.80327786e-01,0
3.30463611e-01,-3.38739578e-01,1
3.79534279e-01,-5.66663898e-01,1
-7.69222587e-01,-6.03285195e-01,0
-8.49536825e-01,3.89420948e-01,0
9.63770654e-01,-2.14089984e-01,0
1.08704091e-01,-1.13173497e+00,0
2.76353022e-01,-3.80211830e-01,1
-9.63422288e-01,2.77779664e-01,0
4.18808283e-01,5.03670567e-01,1
5.92960704e-01,7.93680333e-01,0
7.48537032e-01,1.16352314e-01,1
-7.06025670e-01,6.00039859e-01,0
3.81359863e-01,-4.28862096e-01,1
-3.94072327e-01,8.22361238e-01,0
-5.82826771e-01,9.85158278e-01,0
4.99206243e-01,-8.15906503e-01,0
-4.63048795e-01,-4.74333491e-01,1
4.59260319e-01,-7.30194076e-01,0
-9.10139761e-01,1.04472393e-01,0
-5.10305601e-01,6.38790673e-02,1
-3.44337808e-01,8.43368770e-01,0
-3.32639644e-01,-3.47764350e-01,1
-9.53377648e-01,3.65365784e-02,0
-7.62640326e-01,6.03534217e-01,0
-1.00193124e+00,-1.49181761e-01,0
2.11317053e-02,1.02759453e+00,0
3.38707556e-01,-1.06416149e+00,0
9.32359440e-02,4.86298805e-01,1
-7.30024731e-01,6.68137270e-01,0
4.29277279e-01,1.31402985e-01,1
-2.04095518e-01,1.07177527e+00,0
-3.16670954e-01,-4.21957753e-01,1
-8.84620715e-01,-7.11506828e-01,0
-6.30131897e-01,-3.72038058e-01,1
-9.15168608e-01,1.44961775e-01,0
6.22368522e-01,-1.29764980e-01,1
2.84386793e-01,5.82565945e-01,1
-5.10817190e-01,-3.19358591e-01,1
-2.84736527e-01,4.61127401e-01,1
-3.27756720e-01,-8.25369453e-01,0
5.33948626e-01,5.08749366e-01,1
8.98127733e-01,-5.99315938e-01,0
-1.58863386e-01,-4.58476707e-01,1
-9.37667756e-01,3.11869932e-01,0
-2.49087542e-01,2.85483853e-01,1
5.56821131e-01,1.03631764e-01,1
1.89076437e-02,-5.18064847e-01,1
-4.70002820e-01,1.31225593e-01,1
-4.95424386e-01,5.23186280e-01,1
-9.95737921e-01,-3.23271461e-02,0
-6.87672905e-01,2.69226366e-01,1
1.54097917e-01,9.35979414e-01,0
7.30177521e-01,-3.04870186e-01,1
-4.01583791e-01,-3.24446671e-01,1
-5.26656017e-01,-1.49780394e-01,1
7.37595965e-01,6.47530374e-01,0
8.94249455e-01,3.03634135e-01,0
4.37016823e-01,-3.05197798e-01,1
-3.59278784e-01,3.81746073e-01,1
9.37097438e-01,5.31088502e-01,0
-5.69117900e-01,-1.74582071e-01,1
6.98116107e-01,-8.95453069e-01,0
-4.59811377e-01,3.80069792e-01,1
1.56216789e-01,-9.28996501e-01,0
1.83842848e-02,-4.54503233e-01,1
-3.91349150e-01,5.81252748e-01,1
4.53258010e-01,-4.37977771e-01,1
6.95698718e-01,7.55828953e-01,0
3.20890806e-02,6.29454054e-01,1
5.47068629e-01,-1.78013704e-01,1
-5.06042116e-01,-3.73678547e-01,1
3.77838507e-01,-2.52023392e-01,1
1.13297192e-01,3.87937137e-01,1
-2.92048207e-01,6.53943436e-01,1
4.13485254e-01,8.83324329e-01,0
-4.62662668e-01,5.49544747e-01,1
-2.19457545e-01,5.11484496e-01,1
-7.92009649e-01,7.54563546e-01,0
6.65027128e-01,-4.68826070e-01,1
-6.13398954e-01,-7.88115853e-01,0
-9.43635710e-01,5.76950532e-01,0
-3.40190805e-01,-3.91147893e-01,1
2.26109371e-01,-5.78603171e-01,1
4.98312634e-01,-6.34164323e-01,0
-6.21490406e-01,1.23320617e-01,1
-1.95171903e-01,6.99779608e-01,1
7.04108956e-01,-5.58970509e-01,0
1.05921902e+00,4.91220625e-01,0
1.03185021e+00,1.43693031e-01,0
1.77226661e-01,-1.20369775e+00,0
-3.57435261e-01,-9.86334907e-01,0
5.93192359e-01,-2.04886551e-01,1
6.52434467e-01,-6.77477655e-02,1
-6.47806873e-01,1.69113204e-01,1
-2.66105674e-01,-9.24218015e-01,0
-3.71043527e-01,-2.46608663e-01,1
-1.60052813e-01,-7.31383363e-01,1
-8.45102781e-01,5.91643177e-01,0
2.72226917e-01,8.92830528e-01,0
-8.24546589e-01,6.68153132e-01,0
-5.07298079e-01,-7.75131429e-01,0
6.44038001e-01,7.33854305e-02,1
5.83775523e-01,-3.54061408e-01,1
-4.13694024e-01,4.81581391e-01,1
5.83432437e-01,1.73900002e-01,1
1.75313645e-01,-1.18100556e+00,0
8.13781453e-01,4.95261995e-01,0
2.94898922e-01,-8.70857707e-01,0
-9.19947151e-01,-4.93999231e-01,0
3.39621497e-02,-4.76405177e-01,1
4.44014777e-01,-3.27396175e-01,1
-6.25739502e-01,-1.66054721e-01,1
3.37432475e-01,5.82566429e-01,1
8.70565045e-01,-1.74295289e-01,0
2.22898342e-02,6.68166903e-01,1
-4.48697687e-01,4.93036966e-01,1
-5.65489336e-01,2.32332000e-01,1
-1.85745670e-01,9.69208275e-01,0
-1.02087214e+00,9.55469413e-02,0
6.96940541e-01,6.41141466e-01,0
-1.30365549e-01,3.54697156e-01,1
-4.43945510e-01,-6.23744297e-01,1
-5.53193337e-02,6.87781462e-01,1
-9.84203237e-01,2.46623616e-01,0
8.71107428e-01,6.34700667e-01,0
6.69502253e-03,-1.07020536e+00,0
-2.62155111e-01,-6.30016691e-01,1
-3.04293935e-01,-5.68244026e-01,1
-5.95297809e-01,-1.80977790e-01,1
9.29476810e-02,1.06734329e+00,0
-3.47975319e-01,-9.25061877e-01,0
1.03588759e+00,-3.91843531e-01,0
-6.71836367e-02,-6.60910427e-01,1
7.48964713e-01,1.88853282e-01,1
-7.21863648e-02,-1.24385347e+00,0
9.94873269e-01,2.16410875e-01,0
5.03507960e-01,1.00205642e+00,0
3.34867266e-01,-1.07575179e+00,0
4.79446172e-01,-3.68592261e-01,1
-6.98094380e-01,-6.99335702e-02,1
1.36997158e-01,1.06609899e+00,0
4.55821410e-01,-4.46717186e-01,1
9.62633669e-01,3.79634543e-01,0
5.26198019e-01,-3.14032490e-01,1
6.88475007e-02,-6.70956118e-01,1
-4.76411167e-02,6.49109932e-01,1
-1.10004176e+00,2.68643508e-01,0
-9.58055311e-01,1.84076610e-01,0
4.12680778e-01,4.10579861e-01,1
4.08086645e-01,4.88097529e-01,1
5.41732921e-01,-1.56505562e-01,1
-8.79655598e-01,-2.27860123e-01,0
1.07086706e+00,1.24642822e-01,0
3.97493511e-01,5.85430608e-01,1
-5.89216423e-01,6.52555943e-02,1
-3.81718854e-01,8.22406510e-01,0
2.46454759e-01,-3.67329416e-01,1
7.71218016e-01,4.85682237e-01,0
-5.43484878e-01,-7.95852192e-01,0
3.75196344e-01,3.56376669e-01,1
7.77540300e-01,-8.38159658e-01,0
3.41638106e-01,4.50860885e-01,1
4.34804453e-01,3.26285180e-01,1
-2.69925803e-02,-5.68264824e-01,1
5.72278406e-01,9.92539111e-02,1
7.29837747e-01,-7.40987446e-01,0
6.36400798e-01,-6.15377947e-01,0
1.76664348e-01,-5.44901645e-01,1
-8.74678283e-01,-1.53393527e-02,0
4.30825638e-01,3.60337901e-01,1
1.56880481e-01,-6.36596756e-01,1
-3.57745587e-01,4.97796868e-01,1
8.24685169e-01,-6.19394241e-01,0
3.90981740e-01,-4.77221536e-01,1
-5.94208978e-01,4.81133830e-01,1
1.88278512e-01,9.37334264e-01,0
6.33861660e-01,9.41996440e-01,0
5.59991674e-01,-2.40738760e-01,1
5.00290227e-01,-4.58364905e-01,1
-9.90056612e-02,5.35883913e-01,1
-7.31449994e-01,1.12964263e-02,1
7.18748829e-01,1.22581538e-01,1
-1.30323342e-01,-9.80328147e-01,0
4.49118142e-01,-9.76384774e-01,0
-1.14102223e+00,-1.58701786e-01,0
-4.50861947e-01,4.62370145e-01,1
6.75484040e-01,-2.49800422e-02,1
2.08286183e-01,-4.00517267e-01,1
-6.33399555e-01,-1.67786491e-01,1
1.16802516e-01,-6.25576832e-01,1
-4.43872205e-01,-9.38235017e-01,0
-8.24476813e-01,-6.99832741e-01,0
2.13603250e-01,-4.61600926e-01,1
1.85892211e-01,1.00824961e+00,0
-9.63068019e-01,1.16244712e-01,0
1.30445565e-01,5.84425873e-01,1
5.53482757e-01,-2.27850719e-01,1
3.49364577e-01,-3.16488769e-01,1
2.61632133e-01,-4.49851375e-01,1
-7.35408787e-01,4.99321842e-01,0
8.75853987e-01,3.88534099e-01,0
2.99217785e-01,9.88232845e-01,0
-6.41121842e-01,3.16078310e-01,1
-4.57629072e-02,-8.16331602e-01,0
8.17863769e-01,-6.18042079e-01,0
4.45933463e-01,7.13540948e-01,0
-6.44693687e-01,3.05069872e-01,1
-1.10004892e+00,-1.18478066e-01,0
-3.74560879e-01,-6.73722791e-01,1
4.42093207e-01,7.32114932e-01,0
1.22298113e-01,5.27348779e-01,1
3.31245985e-02,-5.50920562e-01,1
3.08412514e-01,-4.65776668e-01,1
3.26815927e-01,8.19781668e-01,0
-5.55744719e-01,2.72550575e-01,1
7.50113364e-01,-7.19291803e-01,0
-5.21824421e-01,2.43566944e-01,1
1.26472272e-01,-6.02335405e-01,1
5.39307839e-01,-7.24037078e-01,0
-3.46969130e-01,-4.67297676e-01,1
-5.15536184e-01,-5.90846032e-01,1
-3.09036557e-01,1.03403826e+00,0
-8.61656344e-01,-4.45731438e-01,0
-4.34577267e-01,7.68869988e-01,0
-5.04164118e-01,1.02255265e-01,1
-3.85644304e-01,-9.60937307e-01,0
1.04165652e+00,1.02453372e-01,0
1.09616871e+00,2.05211210e-01,0
-1.48679537e-01,-6.08909944e-01,1
8.00882400e-01,7.11115110e-01,0
6.22748147e-01,-5.32029888e-01,0
-1.05929175e+00,-1.92136889e-01,0
5.98155740e-01,-7.45571895e-02,1
-1.63751566e-01,-1.03953260e+00,0
5.64763572e-01,8.23549376e-01,0
-5.84733266e-01,-1.22158611e-01,1
-3.01575439e-01,9.18612960e-01,0
9.87545022e-01,4.94710949e-02,0
-1.81514933e-01,-5.92392690e-01,1
-1.18405753e+00,4.26503785e-01,0
-8.25846567e-01,1.90561247e-01,1
3.81337138e-01,9.10034157e-01,0
-1.68785014e-01,5.49272233e-01,1
4.65244370e-01,2.21309790e-01,1
2.61678598e-01,4.74585273e-01,1
8.92537994e-02,-5.89586168e-01,1
4.95301492e-01,-3.10834594e-01,1
1.07165773e+00,-1.85448924e-01,0
4.97920078e-01,4.79020128e-01,1
4.50378988e-01,1.77678641e-01,1
-9.44266507e-01,-2.50848525e-01,0
7.82326906e-01,5.97435802e-01,0
9.45363048e-01,5.09005127e-01,0
4.87629893e-01,1.27912736e-01,1
-7.65642001e-02,1.10193017e+00,0
-7.02029536e-01,3.25506048e-01,0
6.85907202e-01,-2.21750348e-01,1
7.68631752e-01,3.88193458e-01,0
9.89964890e-01,2.42546765e-01,0
4.61658980e-01,-2.76659684e-01,1
-7.08449143e-01,-3.02232080e-01,1
4.06258501e-02,-5.85186501e-01,1
2.40176478e-01,6.88822924e-01,1
-1.73846530e-02,-5.67088201e-01,1
4.27391886e-01,8.85978376e-01,0
-8.90555458e-01,3.77057755e-01,0
-8.74224752e-01,-3.60507524e-01,0
-7.03980360e-01,-7.84865169e-01,0
5.84383960e-01,6.57914770e-01,0
-1.02731729e-01,9.95852549e-01,0
9.33385020e-01,-2.49214847e-01,0
-9.94091454e-01,-4.38733304e-01,0
-6.15395176e-01,8.29161234e-01,0
-4.90475099e-01,-2.38908444e-01,1
-5.84555868e-01,7.66265133e-01,0
3.89422168e-01,-4.83097354e-01,1
-1.94885177e-01,6.82094933e-01,1
