# x_1,x_2,Class_label
-4.13694284e+02,-1.16466257e+02,0
7.99609261e+01,1.87297804e+02,2
-3.82400459e+01,-1.22308801e+02,1
3.05997288e+01,1.69964405e+02,2
8.70393191e+01,1.79430526e+02,2
-4.13850340e+02,-1.27274865e+02,0
-4.00798094e+02,-1.70212448e+02,0
5.64101950e+01,1.83121564e+02,2
6.54068399e+01,1.59435113e+02,2
9.99587105e+01,1.52881409e+02,2
-3.99465061e+02,-1.71222141e+02,0
6.79719979e+01,1.45730301e+02,2
-4.32318988e+02,-8.73308734e+01,0
-1.42175693e+01,-1.17757261e+02,1
2.84267243e+00,-1.17230140e+02,1
1.80940855e+01,1.74601465e+02,2
1.43507386e+00,-1.11113885e+02,1
-4.13008728e+02,-1.38993348e+02,0
5.80407698e+01,-1.68691816e+02,1
-3.97094175e+02,-1.73799330e+02,0
1.05649605e+02,1.71120601e+02,2
1.78093665e+01,1.54395288e+02,2
-1.15235268e+00,-9.68270418e+01,1
-6.27108151e+01,-8.95596371e+01,1
-4.18598790e+02,-1.48598725e+02,0
2.50890108e+01,-1.49102514e+02,1
1.09573009e+02,1.49665716e+02,2
-4.18066826e+02,-1.13171185e+02,0
-3.63830850e+00,1.59063998e+02,2
8.08096874e+01,-1.65344574e+02,1
-4.31190758e+02,-9.60526106e+01,0
4.40284938e+01,-1.38626765e+02,1
-4.06752862e+01,1.55514180e+02,2
4.86096199e+01,-1.64416290e+02,1
5.17659282e+01,-1.53774470e+02,1
-4.08736034e+02,-9.62282825e+01,0
-2.36442494e+00,-1.10512297e+02,1
8.05260065e+01,-1.58191843e+02,1
1.08980040e+01,-1.32372770e+02,1
-4.22785858e+02,-1.26600696e+02,0
-4.21661427e+02,-1.32099880e+02,0
6.74249415e+01,1.55209118e+02,2
-2.82578021e+00,1.36417477e+02,2
8.56269339e+01,1.63689356e+02,2
-3.97234977e+02,-1.36142711e+02,0
-4.01815760e+02,-1.76675934e+02,0
-3.94225840e+02,-1.22326279e+02,0
-7.55251624e+01,1.23169263e+02,2
3.71251675e+00,-1.33924799e+02,1
8.22868380e+00,1.62599490e+02,2
3.29160108e+01,1.30106568e+02,2
-3.98791707e+02,-1.60075308e+02,0
6.08312884e+01,-1.52641265e+02,1
2.58670280e+01,-1.23485229e+02,1
-3.95768601e+02,-1.56716704e+02,0
3.29640488e+01,-1.22750527e+02,1
5.00513413e+01,-1.39856682e+02,1
5.57032322e+01,1.53893291e+02,2
-4.05920600e+02,-1.43640597e+02,0
-7.10148416e+01,-8.08115581e+01,1
3.51596806e+01,1.46137630e+02,2
-4.09384288e+02,-1.28992890e+02,0
6.45824332e+01,-1.32188512e+02,1
5.77408673e+01,1.84659745e+02,2
-4.24617882e+02,-1.24756911e+02,0
-3.39511536e+01,-1.03353935e+02,1
1.39558492e+02,-1.81041054e+02,1
-4.12462599e+02,-1.15688507e+02,0
-4.16148338e+02,-9.48737472e+01,0
-4.20038859e+02,-7.57764502e+01,0
6.05093786e+01,-1.48306952e+02,1
5.06287529e+01,1.57826836e+02,2
3.50397101e+01,1.53911586e+02,2
6.97988744e+01,-1.47329765e+02,1
-4.01857383e+02,-1.49045195e+02,0
8.58287541e+01,1.83646844e+02,2
9.38118585e+01,1.52872381e+02,2
2.27552776e+01,1.67393879e+02,2
1.27594925e+02,1.77124488e+02,2
-4.19516040e+02,-1.01689903e+02,0
-3.87541592e+02,-1.52464893e+02,0
4.29554365e+00,-1.40228296e+02,1
9.67768893e+01,1.76143745e+02,2
6.91224221e+01,1.79832849e+02,2
5.13676301e+01,-1.46469901e+02,1
7.41935689e+01,2.05553244e+02,2
-4.08227009e+02,-1.40444000e+02,0
2.69371675e+01,1.73508453e+02,2
4.46065149e+01,-1.60621436e+02,1
4.83169213e+01,-1.46914633e+02,2
6.79179897e+01,1.64995488e+02,2
-4.08612924e+02,-1.15819333e+02,0
-4.13920297e+02,-9.72577498e+01,0
1.05657238e+01,-1.31254849e+02,1
-2.37502001e+01,1.62423429e+02,2
4.95696471e+01,1.47721705e+02,2
-4.04057660e+02,-1.75298348e+02,0
-5.55054490e+00,1.48557147e+02,2
-4.18408102e+00,-1.24724065e+02,1
7.24099716e+01,-1.43028513e+02,1
9.48958159e+01,1.77152242e+02,2
-4.05353691e+02,-1.41719761e+02,0
-4.12843417e+02,-1.75327118e+02,0
1.74975691e+01,1.19500923e+02,2
-2.17924507e+01,-1.41674687e+02,1
-6.00866314e+01,-1.28830043e+02,1
5.36138986e+01,1.45401820e+02,2
2.42279376e+01,-1.29981021e+02,1
5.52562934e+00,-1.38769551e+02,2
-4.12534348e+02,-1.66065714e+02,0
-4.01837545e+02,-1.17263025e+02,0
2.91778925e+01,-1.36809097e+02,1
1.03039936e+02,-1.68366425e+02,1
1.71855945e+01,1.43061748e+02,2
-4.06753924e+02,-1.25623818e+02,0
-4.31288279e+02,-1.10351760e+02,0
3.22472643e+01,-1.54559256e+02,1
-3.04371545e+01,1.46713224e+02,2
-4.06450171e+02,-1.36188674e+02,0
-4.22055474e+02,-1.37894830e+02,0
-4.01702024e+02,-1.41155212e+02,0
5.15671460e+01,1.58108284e+02,2
-4.03473408e+02,-1.69203769e+02,0
2.17636747e+01,1.63743971e+02,2
-4.28728026e+02,-1.20898740e+02,0
4.11867277e+00,1.20520154e+02,2
-4.14950979e+02,-1.37194057e+02,0
1.81171642e+01,1.49564229e+02,2
6.63481096e+01,-1.67049643e+02,1
9.10944038e+01,1.48359804e+02,2
-4.22990318e+02,-1.13304467e+02,0
3.49771626e+01,-1.47317323e+02,1
-4.19043292e+02,-1.11677522e+02,0
-1.47534869e+01,-1.23815850e+02,1
5.36174473e+01,1.63170196e+02,2
-3.90868083e+02,-1.45714674e+02,0
-4.04276458e+02,-1.44856210e+02,0
-4.06671213e+02,-1.54566184e+02,0
-4.23337929e+02,-9.51216857e+01,0
-4.19243295e+02,-1.29673329e+02,0
1.05470362e+02,-1.80993769e+02,1
-4.04118147e+02,-1.44615035e+02,0
4.68376626e+01,1.59523984e+02,2
2.15766780e+01,-1.06175099e+02,1
8.94555160e+01,-1.93622038e+02,1
1.29398868e+01,1.59012870e+02,2
-4.15730765e+02,-1.49763544e+02,0
5.52455666e+01,1.57837228e+02,2
-4.58960174e+01,-1.15817109e+02,1
-4.26152046e+02,-9.78563801e+01,0
-4.05915866e+02,-1.67591182e+02,0
-1.26397939e+01,1.46396552e+02,2
8.91285445e+01,-1.68952605e+02,0
1.58508370e+01,1.70809804e+02,2
-1.96164241e+00,-1.19584864e+02,1
-4.15524257e+02,-6.72425891e+01,0
-3.91700854e+02,-1.53770100e+02,0
-4.24031533e+02,-1.17132664e+02,0
4.51670608e+01,-1.36072330e+02,1
3.15556813e+01,1.57089661e+02,2
-4.13774672e+02,-1.13980832e+02,0
6.61559204e+01,1.68148766e+02,2
-4.23111179e+02,-1.22687577e+02,0
3.52942987e+01,1.55590247e+02,2
-4.03128365e+02,-1.67980152e+02,0
8.71960379e+01,-1.41837005e+02,1
6.38569146e+00,-1.44844335e+02,1
7.87908046e+01,1.73224983e+02,2
-3.66592471e+00,-1.01537228e+02,1
-4.02477648e+02,-1.44142259e+02,0
2.46694953e+01,1.44695065e+02,2
2.30676056e+01,-1.23513114e+02,1
8.82528746e-01,1.49218881e+02,2
1.38822221e+02,-1.99093221e+02,1
8.86993637e+00,-1.26141039e+02,1
-2.71037552e+00,1.54867509e+02,2
-2.91173553e+01,-1.07351211e+02,1
-4.27038826e+02,-1.13674864e+02,0
-4.06160660e+02,-1.32824451e+02,0
-5.30978990e+01,1.35951046e+02,0
-4.32527751e+02,-1.02964566e+02,0
8.62005772e+01,-1.57438665e+02,1
-4.02719729e+02,-1.35533521e+02,0
-3.90174257e+02,-1.14051619e+02,0
2.75197036e+01,1.59057441e+02,1
-5.53654150e+01,-1.00885612e+02,1
-2.06587244e+01,-1.12000318e+02,1
-4.19748637e+02,-1.21671195e+02,0
1.72792485e+02,-2.15601212e+02,1
-4.16416803e+02,-1.08629315e+02,0
-2.36558702e+01,1.48327065e+02,2
8.33390570e+01,-1.57687954e+02,1
7.73910002e+01,-1.82472596e+02,1
-4.18211728e+02,-1.29964924e+02,0
1.71625637e+01,-1.38430044e+02,1
1.04004754e+02,-1.55080645e+02,1
6.83534731e+01,-1.60115621e+02,1
-4.08128912e+02,-1.27624761e+02,0
-1.97455650e+00,-1.65480992e+02,1
6.70525645e+01,-1.33990548e+02,1
8.59947981e+01,1.70139727e+02,2
-7.77272182e+01,-7.36464428e+01,0
4.06523660e+01,1.62684684e+02,2
3.78071370e+00,-1.39406143e+02,1
3.53541589e+01,-1.32566651e+02,1
1.40907362e+01,1.46146857e+02,2
-4.30684450e+02,-8.68552175e+01,0
1.10915559e+01,-1.21404327e+02,1
7.63882421e+01,1.82553657e+02,2
-3.07298591e+00,-1.25142482e+02,1
-3.93621976e+02,-1.88487662e+02,0
4.00460895e+00,1.46868541e+02,2
2.13212244e+01,-1.61036364e+02,1
8.50376494e+01,-1.55998276e+02,1
3.45541911e+01,1.72781147e+02,2
2.04998679e+01,-1.18087021e+02,1
-3.95629507e+02,-1.75798921e+02,0
8.68357265e+01,1.70006637e+02,2
9.64063177e+01,-1.60856554e+02,1
4.02090549e+01,1.92126804e+02,2
5.64141934e+01,-1.58634600e+02,1
4.50101114e+00,-1.45176055e+02,1
9.69531517e+01,1.96500605e+02,2
-4.04424686e+02,-1.07745202e+02,0
7.10443527e+01,-1.69290752e+02,1
-3.90083334e+02,-1.76923632e+02,0
-1.44055416e-01,-1.42107063e+02,1
7.05618949e+01,-1.72721987e+02,1
8.31073411e+01,1.71727697e+02,2
5.22036469e+01,-1.40988628e+02,1
-2.47134159e+01,-1.51054816e+02,1
-3.85373322e+02,-1.95952430e+02,0
1.93965998e+00,1.48821863e+02,2
3.21362826e+01,1.58408400e+02,2
3.49173122e+01,-1.62097494e+02,1
-3.79990520e+02,-1.78410835e+02,0
-3.99440897e+02,-1.79001329e+02,0
-3.96454407e+02,-1.60625923e+02,0
-4.15021743e+02,-1.20838850e+02,0
-3.80301467e+02,-2.40752178e+02,0
-3.92741978e+02,-2.06741032e+02,0
-1.45978295e+01,1.20870663e+02,2
-3.86260394e+02,-1.95783680e+02,2
-4.17343978e+02,-1.19696691e+02,0
3.66166995e+01,-1.48504601e+02,1
-4.03965424e+02,-1.58799793e+02,0
1.64260886e+01,1.72719815e+02,2
-4.21073993e+02,-5.36101775e+01,0
1.63199062e+01,1.41063239e+02,2
-4.19739497e+02,-1.17046253e+02,0
4.69473119e+01,-1.50461970e+02,1
-4.09512942e+02,-1.31010800e+02,0
-3.90856753e+02,-1.82935181e+02,0
9.43332075e+01,1.77599131e+02,2
-4.13154353e+02,-1.33931633e+02,1
-4.03383588e+02,-1.41153368e+02,0
9.16301231e+01,1.70970447e+02,2
8.37910872e+00,1.71688254e+02,2
2.93708655e+01,1.37823469e+02,2
-4.24001764e+02,-1.43580676e+02,0
2.51780617e+01,1.81283258e+02,2
3.66145165e+01,1.67643767e+02,2
1.27420019e+01,-1.19378721e+02,1
-2.96800221e+01,1.36861439e+02,2
-4.05323287e+02,-1.06807490e+02,0
8.34959456e+00,1.49410226e+02,2
1.67891923e+01,1.38558556e+02,2
6.05479346e+01,-1.39569071e+02,1
4.55179378e+01,-1.35612111e+02,1
-4.05483338e+02,-1.56243776e+02,0
-1.78455138e+01,-1.03635350e+02,1
1.04397546e+02,-2.01886152e+02,1
2.96342869e+01,1.52324339e+02,2
-3.97365878e+02,-1.58742146e+02,0
-4.21116739e+02,-1.21009685e+02,0
5.77259614e+01,1.68489347e+02,2
-4.11041792e+02,-1.28680637e+02,0
-3.99083729e+02,-1.75816131e+02,0
2.96780659e+01,1.26100939e+02,2
-2.49492466e+01,-1.00834776e+02,1
-5.40584491e+01,-9.03903050e+01,1
3.04231822e+01,-1.34150635e+02,1
-4.18122328e+02,-1.01773460e+02,0
1.98321808e+01,-1.06863741e+02,1
-4.19178034e+02,-1.89134112e+02,0
2.54382325e+01,-9.39250292e+01,1
-4.27848922e+02,-1.29673637e+02,0
6.42797321e+01,-1.86373201e+02,1
-4.02319229e+02,-1.24860343e+02,2
8.86288587e+01,-1.42305410e+02,1
-4.08002333e+02,-1.24715318e+02,0
6.08445421e+01,-1.39713460e+02,1
-3.64998792e+01,-1.05822783e+02,1
-4.36586225e+02,-1.09542334e+02,2
5.15832052e+00,-1.11508417e+02,1
-2.31237896e+00,1.32029239e+02,2
2.45385644e+00,1.37238251e+02,2
-4.13676090e+02,-1.16229567e+02,0
3.59471896e+01,1.60385392e+02,2
-4.15345605e+02,-1.48345188e+02,0
-3.88888072e+02,-2.06364943e+02,0
7.17245583e+01,1.55500019e+02,2
-1.20853166e-01,1.56362062e+02,2
6.32863848e+01,1.73612652e+02,2
-3.12632789e+01,-1.09865367e+02,1
-4.00086231e+02,-1.51430269e+02,0
-3.93059990e+02,-1.49316805e+02,0
5.66842133e+01,1.61646907e+02,2
1.55081895e+01,-1.71379949e+02,1
5.71768318e+01,-1.41291369e+02,1
-4.16019906e+02,-1.13499776e+02,0
8.07632957e+01,-1.75708326e+02,1
4.98750515e+01,1.68536320e+02,2
-2.42288536e+01,-9.27566523e+01,1
1.34620798e+02,-1.85461094e+02,1
-4.16992311e+02,-1.42098926e+02,0
-4.15012119e+02,-1.08540675e+02,0
-4.20356736e+00,1.46399691e+02,2
-1.56553182e+01,-1.07854405e+02,1
-1.26878005e+02,-1.15554135e+02,1
1.08512036e+01,1.50746965e+02,2
3.28510418e+01,1.39439060e+02,2
-3.47627036e+01,-1.12331165e+02,1
-4.24318211e+02,-1.10649824e+02,0
7.34985385e+01,1.53203692e+02,2
7.70244178e+01,-1.50831120e+02,1
4.69579003e+01,-1.55884248e+02,1
-4.15341107e+02,-1.22785279e+02,0
-4.28521842e+02,-8.56968991e+01,0
-1.33758062e+01,-1.07052937e+02,1
8.37869267e+01,-1.42073841e+02,1
1.11394145e+02,-1.67984165e+02,1
4.76961632e+01,1.66286679e+02,2
-8.61192304e+00,-1.39511380e+02,1
-4.11216017e+02,-1.02772884e+02,0
-3.88333440e+02,-1.58597621e+02,1
-3.91018121e+02,-1.45558585e+02,0
1.24813469e+02,-1.80383876e+02,1
-9.77617841e+00,1.31301987e+02,2
6.03764376e+01,1.58626777e+02,1
-4.17061028e+02,-1.48696478e+02,0
1.67742939e+01,1.37352963e+02,2
-4.02625528e+02,-1.67150793e+02,0
6.16283742e+01,-1.27078021e+02,1
-4.07764325e+02,-1.64339867e+02,0
-4.22458741e+02,-1.13880019e+02,0
-4.05103903e+02,-9.75258999e+01,0
6.60403990e+01,1.31164980e+02,2
-3.97786977e+02,-1.75825043e+02,0
7.19836305e+01,-1.35512418e+02,1
-4.27476771e+02,-9.68052021e+01,0
-3.77979369e+01,-1.22585107e+02,1
1.08863864e+02,1.46038653e+02,2
-4.01094740e+02,-1.73844227e+02,0
6.91407561e+01,1.64716341e+02,2
-4.20690906e+02,-1.08766153e+02,0
-4.18759174e+02,-1.31138390e+02,0
9.68972860e+01,-1.74924168e+02,1
1.24885736e+02,-1.75707966e+02,1
-4.29864589e+02,-1.15805742e+02,0
9.09498875e+01,-1.82482283e+02,1
1.22628279e+01,-9.72714862e+01,1
-4.04465237e+02,-1.41417448e+02,0
-3.37755296e+00,-1.38180019e+02,1
-4.30804955e+02,-1.32133372e+02,2
5.18970499e+01,-1.37836708e+02,1
-4.05154363e+02,-1.49777015e+02,0
2.99047807e+01,-1.59721218e+02,1
7.77006088e+01,-1.42658423e+02,1
1.32372190e+02,1.77280545e+02,2
5.34886925e+01,-1.52422478e+02,1
8.88513476e+01,1.54981344e+02,2
-4.11662412e+02,-1.69294620e+02,0
-4.14219593e+02,-1.23439044e+02,0
-4.00106181e+02,-1.71228826e+02,0
-4.19385676e+02,-1.39056820e+02,0
-3.60694588e+01,-1.09177446e+02,1
-1.01569042e+00,1.57027145e+02,2
-1.30219349e+01,-1.25134180e+02,1
3.62439982e+01,-1.44776551e+02,1
4.62687829e+01,1.83435618e+02,2
1.14344328e+02,1.61622877e+02,2
2.53297610e+01,1.71161441e+02,2
1.02408798e+02,1.48805704e+02,2
2.93739019e+01,1.52831506e+02,2
2.09226979e+01,1.52206571e+02,2
3.16031407e+01,1.77641980e+02,2
5.97865756e+01,1.69949784e+02,2
4.68247319e+01,1.40097539e+02,2
-4.10675621e+02,-1.06265814e+02,0
-4.12624702e+02,-1.43604104e+02,0
2.18904342e+01,1.46071632e+02,2
1.02855553e+02,1.70037537e+02,2
2.87266696e+01,1.75759098e+02,2
9.78071546e+01,-1.43649666e+02,1
9.11552515e+01,-1.94707887e+02,1
1.06331195e+02,1.58651343e+02,2
5.19338085e+01,1.66790355e+02,2
-6.39013641e+00,1.56730120e+02,2
1.34088199e+00,-1.29597417e+02,1
-4.36175068e+02,-1.20043355e+02,0
1.61774399e+01,1.24175724e+02,0
6.89229896e+01,1.57753919e+02,2
-2.26702527e+01,1.56469609e+02,2
-5.19711491e+01,1.40121699e+02,2
-3.98962433e+02,-1.55407787e+02,0
3.36201435e+01,-1.44918945e+02,1
-4.16084720e+02,-1.07108049e+02,0
5.28806366e+01,-1.42166472e+02,1
5.52515865e+01,1.80051859e+02,2
2.36439756e+01,-1.61981128e+02,1
2.18522795e+01,1.47092049e+02,2
-4.26167908e+02,-1.31617898e+02,0
1.38542733e+00,-1.36235191e+02,1
4.17066294e+01,1.57588350e+02,2
5.08485739e+01,1.63568656e+02,2
-3.66046302e+00,1.47662883e+02,2
8.26513923e+01,1.81246536e+02,2
9.30254972e+00,-1.11360622e+02,1
9.75287368e+00,1.53507456e+02,2
9.06690688e+01,-1.76353214e+02,1
-4.08382698e+02,-1.15340043e+02,0
-1.19858140e+01,-1.09133964e+02,1
2.35960268e+01,-1.46072069e+02,1
-4.51355917e+01,1.37076517e+02,2
-2.11974263e+01,1.77316313e+02,2
-4.08923217e+02,-1.70157119e+02,0
1.10147562e+02,1.95070591e+02,2
-4.18439167e+02,-1.03214707e+02,0
-4.22554210e+02,-1.30638211e+02,0
1.01763281e+02,1.64004777e+02,2
1.04663878e+02,1.69717850e+02,2
-3.94401892e+02,-1.64400452e+02,0
-4.01477016e+02,-1.70181742e+02,0
9.13644807e+01,-1.64635987e+02,1
1.89973470e+01,1.61269472e+02,2
-3.98457102e+02,-1.65806925e+02,0
-9.36278177e+00,1.38515281e+02,2
1.48718742e+00,-1.17300082e+02,1
1.00803823e+02,-1.85021741e+02,1
-4.18452519e+02,-1.62951724e+02,0
2.13589047e+01,1.43499590e+02,2
-4.06767687e+02,-1.44647523e+02,0
1.16720623e+02,-1.75989587e+02,1
7.58200732e+00,-1.23417433e+02,0
4.13768772e+01,1.79678373e+02,2
-3.92166235e+02,-1.73811608e+02,0
-3.79110384e+02,-2.38604459e+02,0
3.87774609e+01,1.70876792e+02,1
7.07338370e+01,1.63261421e+02,2
7.13192123e+01,-1.68781279e+02,1
4.31403370e+01,1.63220910e+02,2
9.34803131e+01,1.53000362e+02,2
2.57018123e+01,-1.22324267e+02,1
6.13790744e+01,1.88568518e+02,2
-4.14815774e+02,-1.35762138e+02,0
6.67910495e+01,1.64776191e+02,2
3.27139971e+00,-1.29636173e+02,1
1.29505810e+02,-1.80895074e+02,1
-4.12931908e+02,-1.08726448e+02,0
-4.12485166e+02,-9.09554011e+01,0
1.38400012e+02,-1.50839043e+02,1
8.02494468e+01,1.63604255e+02,2
4.44989340e+01,-1.28221551e+02,1
3.09780739e+01,1.83863292e+02,2
-4.04851806e+02,-1.99706341e+02,0
-4.17932366e+02,-9.49375287e+01,0
-3.35922001e+00,-1.30112722e+02,1
-3.98268130e+02,-1.30886939e+02,0
-4.02115167e+02,-1.85260449e+02,0
9.47735286e+01,-1.72970931e+02,1
8.52714229e+01,1.67065570e+02,2
3.77922284e+01,-1.40652324e+02,1
-4.01695489e+02,-1.87045959e+02,0
2.94524184e+01,1.62980720e+02,2
-4.15740551e+02,-9.45080075e+01,0
5.42094023e+01,1.75023518e+02,2
-4.20437310e+02,-1.43664930e+02,0
1.30555178e+01,1.64502609e+02,2
8.10444365e-01,1.68961434e+02,2
5.65900277e+01,-1.27848644e+02,1
-4.25000407e+02,-1.32276250e+02,0
-4.10407927e+02,-1.10404671e+02,0
6.25248522e+01,-1.52429253e+02,1
-4.04568167e+02,-1.56614962e+02,0
-4.15413318e+02,-1.04808763e+02,0
-4.10675123e+02,-1.40001803e+02,0
3.21904872e+01,1.51083962e+02,2
-4.11324601e+02,-1.10222897e+02,0
4.81344353e+01,-1.49353254e+02,1
-4.18874770e+02,-1.22838746e+02,0
4.35362664e+01,1.52856995e+02,2
7.55134839e+01,-1.47295260e+02,1
6.79073196e+01,1.55290995e+02,2
-4.11563217e+02,-1.24843444e+02,0
6.66475909e+00,-1.16070327e+02,1
2.81925897e+01,-1.19195920e+02,1
-4.48927565e+01,-9.61998059e+01,1
-5.72766604e+01,-9.92097249e+01,2
-2.72112671e+01,1.35851427e+02,2
-2.71256089e+01,-1.17618080e+02,1
3.18347338e+01,-1.40340066e+02,0
7.81537584e+00,1.61418980e+02,2
4.02745586e+01,1.36887459e+02,2
